ID,accepteret_dansk_navn,species,wcvp_species,gbif_species
5634,Rosahvid spiræa,Spiraea ×rosalba,Spiraea x rosalba,Spiraea rosalba
5635,Bleg spiræa,Spiraea ×rubella,Spiraea x rosalba,Spiraea rosalba
5636,Buket-spiræa,Spiraea ×vanhouttei,Spiraea x vanhouttei,Spiraea vanhouttei
5637,Hvid spiræa,Spiraea alba,Spiraea alba,Spiraea alba
5638,Kvast-spiræa,Spiraea chamaedryfolia,Spiraea chamaedryfolia,Spiraea chamaedryfolia
5639,NA,Spiraea crenata,Spiraea crenata,Spiraea crenata
5640,Rævehale-spiræa,Spiraea douglasii,Spiraea douglasii,Spiraea douglasii
5641,Rosen-spiræa,Spiraea japonica,Spiraea japonica,Spiraea japonica
5642,Bredbladet spiræa,Spiraea latifolia,Spiraea alba,Spiraea alba
5643,Orientalsk spiræa,Spiraea media,Spiraea media,Spiraea media
5644,Pilebladet spiræa,Spiraea salicifolia,Spiraea salicifolia,Spiraea salicifolia
5645,Filtet spiræa,Spiraea tomentosa,Spiraea tomentosa,Spiraea tomentosa
5646,Sibirisk spiræa,Spiraea trilobata,Spiraea trilobata,Spiraea trilobata
5647,Rødlig skrueaks,Spiranthes sinensis,Spiranthes sinensis,Spiranthes sinensis
5648,Skrueaks,Spiranthes spiralis,Spiranthes spiralis,Spiranthes spiralis
5649,Tangurt,Spirobassia hirsuta,Spirobassia hirsuta,Spirobassia hirsuta
5650,Stor andemad,Spirodela polyrhiza,Spirodela polyrhiza,Spirodela polyrhiza
5651,NA,Spirotaenia condensata,,Spirotaenia condensata
5652,Pære-møgmos,Splachnum ampullaceum,,Splachnum ampullaceum
5653,Rundbladet møgmos,Splachnum vasculosum,,Splachnum vasculosum
5654,NA,Spondylosium papillosum,,Spondylosium papillosum
5655,NA,Spondylosium planum,,Spondylosium planum
5656,NA,Spondylosium pulchellum,,Spondylosium pulchellum
5657,Lys filtkugle,Spongomorpha aeruginosa,,Spongomorpha aeruginosa
5658,Enårig galtetand,Stachys annua,Stachys annua,Stachys annua
5659,Ager-galtetand,Stachys arvensis,Stachys arvensis,Stachys arvensis
5660,Lammeøre,Stachys byzantina,Stachys byzantina,Stachys byzantina
5661,Kretensisk galtetand,Stachys cretica,Stachys cretica,Stachys cretica
5662,Filtet galtetand,Stachys germanica,Stachys germanica,Stachys germanica
5663,Kær-galtetand,Stachys palustris,Stachys palustris,Stachys palustris
5664,Hybrid-galtetand,Stachys palustris × sylvatica,Stachys palustris,NA
5665,NA,Stachys recta,Stachys recta,Stachys recta
5666,Skov-galtetand,Stachys sylvatica,Stachys sylvatica,Stachys sylvatica
5667,Blærenød,Staphylea pinnata,Staphylea pinnata,Staphylea pinnata
5668,NA,Staurastrum alternans,,Staurastrum alternans
5669,NA,Staurastrum anatinum,,Staurastrum anatinum
5670,NA,Staurastrum asteroideum,,Staurastrum asteroideum
5671,NA,Staurastrum avicula,,Staurastrum avicula
5672,NA,Staurastrum avicula var. lunatum,,Staurastrum avicula
5673,NA,Staurastrum borgeanum,,Staurastrum borgeanum
5674,NA,Staurastrum brachiatum,,Staurastrum brachiatum
5675,NA,Staurastrum chaetoceras,,Staurastrum chaetoceras
5676,NA,Staurastrum cingulum,,Staurastrum cingulum
5677,NA,Staurastrum controversum,,Staurastrum controversum
5678,NA,Staurastrum crenulatum,,Staurastrum crenulatum
5679,NA,Staurastrum furcatum,,Staurastrum furcatum
5680,NA,Staurastrum furcigerum,,Staurastrum furcigerum
5681,NA,Staurastrum inflexum,,Staurastrum inflexum
5682,NA,Staurastrum longipes,,Staurastrum longipes
5683,NA,Staurastrum luetkemuelleri,,Staurastrum luetkemuelleri
5684,NA,Staurastrum manfeldtii,,Staurastrum manfeldtii
5685,NA,Staurastrum margaritaceum,,Staurastrum margaritaceum
5686,NA,Staurastrum micron,,Staurastrum micron
5687,NA,Staurastrum muticum,,Staurastrum muticum
5688,NA,Staurastrum ophiura,,Staurastrum ophiura
5689,NA,Staurastrum orbiculare,,Staurastrum orbiculare
5690,NA,Staurastrum paradoxum,,Staurastrum paradoxum
5691,NA,Staurastrum paradoxum var. parvum,,Staurastrum paradoxum
5692,NA,Staurastrum pilosum,,Staurastrum pilosum
5693,NA,Staurastrum pingue,,Staurastrum pingue
5694,NA,Staurastrum planctonicum,,Staurastrum pingue
5695,NA,Staurastrum polymorphum,,Staurastrum polymorphum
5696,NA,Staurastrum pseudopelagicum,,Staurastrum pseudopelagicum
5697,NA,Staurastrum punctulatum,,Staurastrum punctulatum
5698,NA,Staurastrum simonyi,,Staurastrum simonyi
5699,NA,Staurastrum smithii,,Staurastrum smithii
5700,NA,Staurastrum subcruciatum,,Staurastrum subcruciatum
5701,NA,Staurastrum teliferum,,Staurastrum teliferum
5702,NA,Staurastrum teliferum var. gladiosum,,Staurastrum teliferum
5703,NA,Staurastrum tetracerum,,Staurastrum tetracerum
5704,NA,Staurastrum tohopekaligense,,Staurastrum tohopekaligense
5705,NA,Staurastrum uniseriatum,,Staurastrum uniseriatum
5706,NA,Stauridium privum,,Stauridium privum
5707,NA,Stauridium tetras,,Stauridium tetras
5708,NA,Staurodesmus convergens,,Staurodesmus convergens
5709,NA,Staurodesmus cuspidatus,,Staurodesmus cuspidatus
5710,NA,Staurodesmus dejectus,,Staurodesmus dejectus
5711,NA,Staurodesmus extensus,,Staurodesmus extensus
5712,NA,Staurodesmus extensus var. joshuae,,Staurodesmus extensus
5713,NA,Staurodesmus glaber,,Staurodesmus glaber
5714,NA,Staurodesmus incus,,Staurodesmus incus
5715,NA,Staurodesmus indentatus,,Staurodesmus incus
5716,NA,Staurodesmus mamillatus,,Staurodesmus cuspidatus
5717,NA,Staurodesmus megacanthus,,Staurodesmus megacanthus
5718,NA,Staurodesmus sellatus,,Staurodesmus sellatus
5719,NA,Staurodesmus spencerianus,,Staurodesmus spencerianus
5720,NA,Staurodesmus subhexagonus,,Staurodesmus subhexagonus
5721,NA,Staurodesmus triangularis,,Staurodesmus triangularis
5722,Sump-fladstjerne,Stellaria alsine,Stellaria alsine,Stellaria alsine
5723,Tykbladet fladstjerne,Stellaria crassifolia,Stellaria crassifolia,Stellaria crassifolia
5724,Græsbladet fladstjerne,Stellaria graminea,Stellaria graminea,Stellaria graminea
5725,Græsbladet fladstjerne × kær-fladstjerne,Stellaria graminea × palustris,Stellaria graminea,NA
5726,Stor fladstjerne,Stellaria holostea,Rabelera holostea,Rabelera holostea
5727,Almindelig fuglegræs,Stellaria media,Stellaria media,Stellaria media
5728,Strand-fuglegræs,Stellaria media var. maritima,Stellaria media,Stellaria media
5729,Skov-fuglegræs,Stellaria neglecta,Stellaria neglecta,Stellaria neglecta
5730,Lund-fladstjerne,Stellaria nemorum,Stellaria nemorum,Stellaria nemorum
5731,Sydlig lund-fladstjerne,Stellaria nemorum subsp. montana,Stellaria nemorum,NA
5732,Sydlig lund-fladstjerne × nordlig lund-fladstjerne,Stellaria nemorum subsp. montana × subsp. nemorum,Stellaria nemorum,NA
5733,Nordlig lund-fladstjerne,Stellaria nemorum subsp. nemorum,Stellaria nemorum,Stellaria nemorum
5734,Bleg fuglegræs,Stellaria pallida,Stellaria apetala,Stellaria apetala
5735,Kær-fladstjerne,Stellaria palustris,Stellaria palustris,Stellaria palustris
5736,NA,Stichococcus atomus,,Stichococcus atomus
5737,NA,Stichococcus bacillaris,,Stichococcus bacillaris
5738,NA,Stichococcus contortus,,Planktolyngbya contorta
5739,NA,Stichococcus minutissimus,,Stichococcus minutissimus
5740,NA,Stichococcus pelagicus,,Stichococcus pelagicus
5741,NA,Stichococcus subtilis,,NA
5742,NA,Stipa cretacea,Stipa cretacea,Stipa cretacea
5743,Tråd-skebladsmos,Straminergon stramineum,,Straminergon stramineum
5744,Krebseklo,Stratiotes aloides,Stratiotes aloides,Stratiotes aloides
5745,Bugtet fjeldkonval,Streptopus amplexifolius,Streptopus amplexifolius,Streptopus amplexifolius
5746,Tråd-vandaks,Stuckenia filiformis,Stuckenia filiformis,Stuckenia filiformis
5747,Tråd-vandaks × børstebladet vandaks,Stuckenia filiformis × pectinata,Stuckenia filiformis,NA
5748,Børstebladet vandaks,Stuckenia pectinata,Stuckenia pectinata,Stuckenia pectinata
5749,NA,Stuckenia pectinata × vaginata,Stuckenia pectinata,NA
5750,Fin vinkelhår,Stylonema alsidii,,Stylonema alsidii
5751,NA,Stylonema cornu-cervi,,Stylonema cornu-cervi
5752,Strandgåsefod,Suaeda maritima,Suaeda maritima,Suaeda maritima
5753,Busk-strandgåsefod,Suaeda vera,Suaeda vera,Suaeda vera
5754,Sylblad,Subularia aquatica,Subularia aquatica,Subularia aquatica
5755,Djævelsbid,Succisa pratensis,Succisa pratensis,Succisa pratensis
5756,Snestjerne,Sutera cordata,Chaenostoma cordatum,Chaenostoma cordatum
5757,Rød snebær,Symphoricarpos ×chenaultii,Symphoricarpos x chenaultii,Symphoricarpos chenaultii
5758,NA,Symphoricarpos ×doorenbosii,,Symphoricarpos doorenbosii
5759,Almindelig snebær,Symphoricarpos albus,Symphoricarpos albus,Symphoricarpos albus
5760,NA,Symphoricarpos albus var. laevigatus,Symphoricarpos albus,Symphoricarpos albus
5761,Mørkfjer,Symphyocladiella parasitica,,Deltalsia parasitica
5762,Pilebladet asters,Symphyotrichum ×salignum,Symphyotrichum x salignum,Symphyotrichum salignum
5763,Broget asters,Symphyotrichum ×versicolor,Symphyotrichum x versicolor,Symphyotrichum versicolor
5764,Lyng-asters,Symphyotrichum ericoides,Symphyotrichum ericoides,Symphyotrichum ericoides
5765,NA,Symphyotrichum laeve,Symphyotrichum laeve,Symphyotrichum laeve
5766,NA,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum
5767,Nyengelsk asters,Symphyotrichum novae-angliae,Symphyotrichum novae-angliae,Symphyotrichum novae-angliae
5768,Nybelgisk asters,Symphyotrichum novi-belgii,Symphyotrichum novi-belgii,Symphyotrichum novi-belgii
5769,NA,Symphyotrichum tradescantii,Symphyotrichum tradescanti,Symphyotrichum tradescantii
5770,NA,Symphytum ×hidcotense,Symphytum x hidcotense,Symphytum hidcotense
5771,Foder-kulsukker,Symphytum ×uplandicum,Symphytum x uplandicum,Symphytum uplandicum
5772,Ru kulsukker,Symphytum asperum,Symphytum asperum,Symphytum asperum
5773,Bleggul kulsukker,Symphytum bulbosum,Symphytum bulbosum,Symphytum bulbosum
5774,Kaukasisk kulsukker,Symphytum caucasicum,Symphytum caucasicum,Symphytum caucasicum
5775,Kaukasisk kulsukker × foder-kulsukker,Symphytum caucasicum × uplandicum,Symphytum caucasicum,NA
5776,Storblomstret kulsukker,Symphytum grandiflorum,Symphytum grandiflorum,Symphytum grandiflorum
5777,NA,Symphytum ibiricum,Symphytum ibiricum,Symphytum ibiricum
5778,Læge-kulsukker,Symphytum officinale,Symphytum officinale,Symphytum officinale
5779,Orientalsk kulsukker,Symphytum orientale,Symphytum orientale,Symphytum orientale
5780,NA,Symphytum tauricum,Symphytum tauricum,Symphytum tauricum
5781,Knoldet kulsukker,Symphytum tuberosum,Symphytum tuberosum,Symphytum tuberosum
5782,Knoldet kulsukker × foder-kulsukker,Symphytum tuberosum × uplandicum,Symphytum tuberosum,NA
5783,Køllepletalge,Syncoryne reinkei,,Syncoryne reinkei
5784,Kalk-hårstjerne,Syntrichia calcicola,,Syntrichia calcicola
5785,Træ-hårstjerne,Syntrichia laevipila,,Syntrichia laevipila
5786,Butbladet hårstjerne,Syntrichia latifolia,,Syntrichia latifolia
5787,Bjerg-hårstjerne,Syntrichia montana,,Syntrichia montana
5788,Bark-hårstjerne,Syntrichia papillosa,,Syntrichia papillosa
5789,Spidsbladet hårstjerne,Syntrichia ruraliformis,,Syntrichia ruralis
5790,Tag-hårstjerne,Syntrichia ruralis,,Syntrichia ruralis
5791,Grøn hårstjerne,Syntrichia virescens,,Syntrichia virescens
5792,Ungarsk syren,Syringa josikaea,Syringa josikaea,Syringa josikaea
5793,Syren,Syringa vulgaris,Syringa vulgaris,Syringa vulgaris
5794,Tveblomstret byg,Taeniatherum caput-medusae,Taeniatherum caput-medusae,Taeniatherum caput-medusae
5795,Opret fløjlsblomst,Tagetes erecta,Tagetes erecta,Tagetes erecta
5796,Hvidgul fløjlsblomst,Tagetes minuta,Tagetes minuta,Tagetes minuta
5797,Udspærret fløjlsblomst,Tagetes patula,Tagetes erecta,Tagetes erecta
5798,Smalfliget fløjlsblomst,Tagetes tenuifolia,Tagetes tenuifolia,Tagetes tenuifolia
5799,Gallisk tamarisk,Tamarix gallica,Tamarix gallica,Tamarix gallica
5800,NA,Tamarix ramosissima,Tamarix ramosissima,Tamarix ramosissima
5801,Balsam-rejnfan,Tanacetum balsamita,Tanacetum balsamita,Tanacetum balsamita
5802,Skærm-okseøje,Tanacetum corymbosum,Tanacetum corymbosum,Tanacetum corymbosum
5803,Røllike-matrem,Tanacetum macrophyllum,Tanacetum macrophyllum,Tanacetum macrophyllum
5804,Matrem,Tanacetum parthenium,Tanacetum parthenium,Tanacetum parthenium
5805,Rejnfan,Tanacetum vulgare,Tanacetum vulgare,Tanacetum vulgare
5806,Romersk rejnfan,Tanacetum vulgare f. crispum,Tanacetum vulgare,Tanacetum vulgare
5807,NA,Tanacetum vulgare f. vulgare,Tanacetum vulgare,Tanacetum vulgare
5808,Als-vejmælkebøtte,Taraxacum abditum,Taraxacum ascitum,Taraxacum abditum
5809,Sønderjysk vejmælkebøtte,Taraxacum aberrans,Taraxacum aberrans,Taraxacum aberrans
5810,Nær vejmælkebøtte,Taraxacum accedens,Taraxacum accedens,Taraxacum accedens
5811,Glasgrøn vejmælkebøtte,Taraxacum acervatulum,Taraxacum acervatulum,Taraxacum acervatulum
5812,Tætlobet vejmælkebøtte,Taraxacum acre,Taraxacum acre,Taraxacum acre
5813,Krave-vejmælkebøtte,Taraxacum acroglossum,Taraxacum acroglossum,Taraxacum acroglossum
5814,Spids vejmælkebøtte,Taraxacum acrolobum,Taraxacum acrolobum,Taraxacum acrolobum
5815,Skørt-vejmælkebøtte,Taraxacum acutangulum,Taraxacum acutangulum,Taraxacum acutangulum
5816,Jysk vejmælkebøtte,Taraxacum acutifidum,Taraxacum acutifidum,Taraxacum acutifidum
5817,Opret vejmælkebøtte,Taraxacum acutifrons,Taraxacum acutifrons,Taraxacum acutifrons
5818,Skarp sandmælkebøtte,Taraxacum acutilimbatum,Taraxacum acutilimbatum,Taraxacum acutilimbatum
5819,NA,Taraxacum adamii,Taraxacum adamii,Taraxacum adamii
5820,Skjult vejmælkebøtte,Taraxacum adjunctum,Taraxacum aduncum,Taraxacum adjunctum
5821,Pagode-vejmælkebøtte,Taraxacum aequilobum,Taraxacum aequilobum,Taraxacum aequilobum
5822,Spidsfliget vejmælkebøtte,Taraxacum aequisectum,Taraxacum aequisectum,Taraxacum aequisectum
5823,Brunribbet vejmælkebøtte,Taraxacum aethiopiforme,Taraxacum aethiopiforme,Taraxacum acutisectum
5824,Fin vejmælkebøtte,Taraxacum aethiops,Taraxacum aethiops,Taraxacum aethiops
5825,Blomme-vejmælkebøtte,Taraxacum afficiens,,Taraxacum afficiens
5826,Dige-vejmælkebøtte,Taraxacum aggerum,Taraxacum agaurum,Taraxacum aggerum
5827,Grønvinget vejmælkebøtte,Taraxacum alatum,Taraxacum alatum,Taraxacum alatum
5828,Høj vejmælkebøtte,Taraxacum altissimum,Taraxacum altissimum,Taraxacum altissimum
5829,Sorthoved-vejmælkebøtte,Taraxacum amaurolepis,Taraxacum amaurolepis,Taraxacum amaurolepis
5830,Tysk nordmælkebøtte,Taraxacum ampelophytum,Taraxacum lojoense,Taraxacum lojoense
5831,Tjære-vejmælkebøtte,Taraxacum amphilobum,Taraxacum amphilobum,Taraxacum amphilobum
5832,Lys vejmælkebøtte,Taraxacum amplum,Taraxacum amplum,Taraxacum amplum
5833,Blank vejmælkebøtte,Taraxacum ancistratum,Taraxacum ancistratum,Taraxacum ancistratum
5834,Fed vejmælkebøtte,Taraxacum ancistrolobum,Taraxacum ancistrolobum,Taraxacum ancistrolobum
5835,Anker-kalkmælkebøtte,Taraxacum ancoriferum,Taraxacum ancoriferum,Taraxacum ancoriferum
5836,Strålesvøb-vejmælkebøtte,Taraxacum angustisquameum,Taraxacum angustisquameum,Taraxacum angustisquameum
5837,Arrhenius' vejmælkebøtte,Taraxacum arrhenii,Taraxacum arrhenii,Taraxacum arrhenii
5838,Krogspids-vejmælkebøtte,Taraxacum asperatilobum,Taraxacum asperatilobum,Taraxacum asperatilobum
5839,Kant-krogmælkebøtte,Taraxacum atactum,Taraxacum atactum,Taraxacum atactum
5840,Sortknop-nordmælkebøtte,Taraxacum atricapillum,Taraxacum atricapillum,Taraxacum atricapillum
5841,Øret vejmælkebøtte,Taraxacum auriculatum,Taraxacum frisicum,Taraxacum auriculatum
5842,Rødmende vejmælkebøtte,Taraxacum aurosulum,Taraxacum aurosulum,Taraxacum aurosulum
5843,Sjællands-kalkmælkebøtte,Taraxacum austrinum,Taraxacum austrinum,Taraxacum austrinum
5844,Tysk vejmælkebøtte,Taraxacum baeckiiforme,Taraxacum baeckiiforme,Taraxacum baeckiiforme
5845,Balsam-vejmælkebøtte,Taraxacum balsamicum,Taraxacum balcanicum,Taraxacum balsamicum
5846,Salt-kalkmælkebøtte,Taraxacum balticum,Taraxacum balticum,Taraxacum balticum
5847,Dunet vejmælkebøtte,Taraxacum barbatulum,Taraxacum barbatulum,Taraxacum barbatulum
5848,Bayersk kalkmælkebøtte,Taraxacum bavaricum,Taraxacum bavaricum,Taraxacum bavaricum
5849,Smuk vejmælkebøtte,Taraxacum bellum,Taraxacum bellum,Taraxacum bellum
5850,Blomgrens vejmælkebøtte,Taraxacum blomgrenii,Taraxacum blomgrenii,Taraxacum blomgrenii
5851,Bökmans krogmælkebøtte,Taraxacum boekmanii,Taraxacum boekmanii,Taraxacum boekmanii
5852,Borgvalls vejmælkebøtte,Taraxacum borgvallii,Taraxacum borgvallii,Taraxacum borgvallii
5853,Brabant-krogmælkebøtte,Taraxacum brabanticum,Taraxacum brabanticum,Taraxacum brabanticum
5854,Mørk sandmælkebøtte,Taraxacum brachyglossum,Taraxacum brachyglossum,Taraxacum brachyglossum
5855,Stjernesvøb-vejmælkebøtte,Taraxacum brachylepis,Taraxacum brachylepis,Taraxacum brachylepis
5856,Las-krogmælkebøtte,Taraxacum bracteatum,Taraxacum bracteatum,Taraxacum bracteatum
5857,Brandenburgs-kalkmælkebøtte,Taraxacum brandenburgicum,Taraxacum brandenburgicum,Taraxacum brandenburgicum
5858,Broddesons vejmælkebøtte,Taraxacum broddesonii,Taraxacum broddesonii,Taraxacum broddesonii
5859,Stødtands-vejmælkebøtte,Taraxacum cacuminatum,Taraxacum cacuminatum,Taraxacum cacuminatum
5860,Krøllet vejmælkebøtte,Taraxacum calamistratum,Taraxacum calamistratum,Taraxacum calamistratum
5861,Skønfliget vejmælkebøtte,Taraxacum caloschistum,Taraxacum caloschistum,Taraxacum caloschistum
5862,NA,Taraxacum caninum,Taraxacum caninum,Taraxacum caninum
5863,Grågrøn vejmælkebøtte,Taraxacum canoviride,Taraxacum canoviride,Taraxacum canoviride
5864,Grå sandmælkebøtte,Taraxacum canulum,Taraxacum canulum,Taraxacum canulum
5865,Behåret vejmælkebøtte,Taraxacum capillosum,Taraxacum capillosum,Taraxacum capillosum
5866,Hjelm-vejmælkebøtte,Taraxacum carptum,Taraxacum carptum,Taraxacum carptum
5867,Fintakket vejmælkebøtte,Taraxacum caudatulum,Taraxacum caudatulum,Taraxacum caudatulum
5868,Djursland-vejmælkebøtte,Taraxacum celsius,Taraxacum celsum,Taraxacum celsius
5869,Bornholmsk vejmælkebøtte,Taraxacum chlorodes,Taraxacum chlorodes,Taraxacum chlorodes
5870,Gulgrøn vejmælkebøtte,Taraxacum chloroticum,Taraxacum chloroticum,Taraxacum chloroticum
5871,Christiansens vejmælkebøtte,Taraxacum christiansenii,Taraxacum christiansenii,Taraxacum christiansenii
5872,Flerfliget vejmælkebøtte,Taraxacum chrysophaenum,Taraxacum chrysophaenum,Taraxacum chrysophaenum
5873,Kimbrisk atlantmælkebøtte,Taraxacum cimbricum,Taraxacum spectabile,Taraxacum faeroense
5874,Hængesvøbet vejmælkebøtte,Taraxacum clarum,Taraxacum clarum,Taraxacum caninum
5875,Vridkrave-vejmælkebøtte,Taraxacum coartatum,Taraxacum coartatum,Taraxacum coartatum
5876,Mørksvøb-vejmælkebøtte,Taraxacum collare,Taraxacum ciliare,Taraxacum collare
5877,Kravetornet vejmælkebøtte,Taraxacum collarispinulosum,Taraxacum collarispinulosum,Taraxacum collarispinulosum
5878,Haglunds sandmælkebøtte,Taraxacum commixtum,Taraxacum commixtum,Taraxacum commixtum
5879,Fugt-vejmælkebøtte,Taraxacum comtulum,Taraxacum comtulum,Taraxacum comtulum
5880,Hvas pletmælkebøtte,Taraxacum conspersum,Taraxacum conspersum,Taraxacum conspersum
5881,Snæver vejmælkebøtte,Taraxacum contractum,Taraxacum contractum,Taraxacum contractum
5882,Kontrast-vejmælkebøtte,Taraxacum contrastans,Taraxacum contristans,Taraxacum contrastans
5883,Dolk-vejmælkebøtte,Taraxacum copidophyllum,Taraxacum copidophyllum,Taraxacum copidophyllum
5884,Hjerte-vejmælkebøtte,Taraxacum cordatum,Taraxacum cordatum,Taraxacum cordatum
5885,Kølle-vejmælkebøtte,Taraxacum corynodes,Taraxacum corynodes,Taraxacum corynodes
5886,Tjekkisk vejmælkebøtte,Taraxacum crassum,Taraxacum crassum,Taraxacum crassum
5887,Krusblads-vejmælkebøtte,Taraxacum crispifolium,Taraxacum crispifolium,Taraxacum crispifolium
5888,Mørkegul vejmælkebøtte,Taraxacum croceiflorum,Taraxacum croceiflorum,Taraxacum croceiflorum
5889,Nåletandet vejmælkebøtte,Taraxacum cumulatum,Taraxacum cumulatum,Taraxacum camuratum
5890,Kortbladet vejmælkebøtte,Taraxacum curtifrons,Taraxacum curtifrons,Taraxacum curtifrons
